2009,2,edgar/data/1174290/0001327459-09-000010.txt,sorted incorrectly,"[['Large accelerated', 44], ['Accelerated', 66], ['Non-accelerated', 88], ['Smaller reporting', -1]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): [ ] large accelerated filer [ ] accelerated filer [ ] non-accelerated filer . yes no x"
2009,2,edgar/data/910560/0001104659-09-037248.txt,sorted incorrectly,"[['Large accelerated', 61], ['Accelerated', 41], ['Non-accelerated', 81], ['Smaller reporting', 100]]","whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of accelerated filer and large accelerated filer in rule 12b-2 of the exchange act). (check one): accelerated filer o large accelerated filer o non-accelerated filer x smaller reporting company o"
2009,2,edgar/data/856984/0000856984-09-000003.txt,sorted incorrectly,"[['Large accelerated', 60], ['Accelerated', 80], ['Non-accelerated', 100], ['Smaller reporting', 32]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer (as defined in rule 12b-2 of the exchange act) or a smaller reporting company . large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x"
2009,2,edgar/data/1167887/0001062993-09-001551.txt,sorted incorrectly,"[['Large accelerated', 27], ['Accelerated', -1], ['Non-accelerated', -1], ['Smaller reporting', 49]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer [ ] smaller reporting company [x]"
2009,2,edgar/data/1049861/0000930413-09-002395.txt,sorted incorrectly,"[['Large accelerated', 27], ['Accelerated', 62], ['Non-accelerated', 45], ['Smaller reporting', 80]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer non-accelerated filer accelerated filer smaller reporting company þ"
2009,2,edgar/data/1097575/0001019687-09-001476.txt,sorted incorrectly,"[['Large accelerated', 25], ['Accelerated', 68], ['Non-accelerated', 47], ['Smaller reporting', 90]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. large accelerated filer |_| non-accelerated filer |_| accelerated filer |_| smaller reporting company |x|"
2009,2,edgar/data/1322646/0001104659-09-037251.txt,sorted incorrectly,"[['Large accelerated', 61], ['Accelerated', 41], ['Non-accelerated', 81], ['Smaller reporting', 100]]","whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of accelerated filer and large accelerated filer in rule 12b-2 of the exchange act). (check one): accelerated filer o large accelerated filer o non-accelerated filer x smaller reporting company o"
2009,2,edgar/data/927454/0001144204-09-020492.txt,sorted incorrectly,"[['Large accelerated', 47], ['Accelerated', 67], ['Non-accelerated', 87], ['Smaller reporting', 20]]","whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer or a smaller reporting company. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x ·"
2009,2,edgar/data/1401273/0001128732-09-000017.txt,sorted incorrectly,"[['Large accelerated', 40], ['Accelerated', 62], ['Non-accelerated', 84], ['Smaller reporting', -1]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer [_] accelerated filer [_] non-accelerated filer [_]"
2009,2,edgar/data/1401273/0001128732-09-000019.txt,sorted incorrectly,"[['Large accelerated', 40], ['Accelerated', 62], ['Non-accelerated', 84], ['Smaller reporting', -1]]","whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer [_] accelerated filer [_] non-accelerated filer [_]"
